company_name,url
トヨタ自動車,https://global.toyota/jp/company/profile/overview/
ソニーグループ,https://www.sony.com/ja/SonyInfo/CorporateInfo/
任天堂,https://www.nintendo.co.jp/corporate/outline/index.html
ソフトバンクグループ,https://group.softbank/about/corporate_profile
パナソニック,https://holdings.panasonic/jp/corporate/about.html
